col	row	region_id	res_old	res_new	ppf	ppf2	ssq	cf	ie	dr	used_in_est	clonal
44	31	0	0.0018	0.0349	0.3438	0.4000	0.4959	0.0014	0.0081	0.0002	1	1
29	30	0	0.0068	0.0569	0.3750	0.5000	1.0084	0.0143	0.0102	0.0002	1	1
12	31	0	0.0091	0.0975	0.4688	0.5167	1.5457	0.0288	0.0051	0.0002	1	1
39	31	0	0.0011	0.0240	0.3125	0.4167	0.8167	0.0114	0.0143	0.0002	1	1
49	31	0	0.0030	0.0419	0.4688	0.4500	0.9824	0.0000	0.0101	0.0002	0	1
28	30	0	0.0024	0.0504	0.4375	0.4500	0.5933	0.0140	0.0124	0.0002	1	1
12	30	0	0.0043	0.0421	0.5000	0.4333	0.8604	0.0300	0.0076	0.0002	0	1
48	31	0	0.0009	0.0242	0.4062	0.4000	0.5973	0.0000	0.0065	0.0002	0	1
23	30	0	0.0121	0.0894	0.5312	0.5167	1.7743	0.0185	0.0032	0.0002	1	1
43	31	0	0.0083	0.0453	0.4688	0.4833	1.0551	0.0300	0.0060	0.0002	0	1
0	32	0	0.0068	0.0742	0.3750	0.5000	1.2738	0.0300	0.0102	0.0002	0	1
2	32	0	0.0013	0.0392	0.4062	0.4500	1.5206	0.0061	0.0087	0.0002	1	1
5	32	0	0.0023	0.0413	0.3750	0.4333	1.0453	0.0300	0.0047	0.0002	0	1
6	32	0	0.0023	0.0634	0.4688	0.5500	1.5949	0.0134	0.0082	0.0002	1	1
22	31	0	0.0135	0.0571	0.4688	0.5000	2.3850	0.0000	0.0086	0.0002	0	1
27	31	0	0.0005	0.0178	0.4375	0.4500	1.1967	0.0000	0.0095	0.0002	0	1
8	32	0	0.0187	0.0939	0.4375	0.5333	3.0132	0.0300	0.0171	0.0002	0	1
22	32	0	0.0029	0.0423	0.4688	0.5500	1.1449	0.0077	0.0061	0.0002	1	1
23	32	0	0.0070	0.0632	0.5625	0.6000	2.8207	0.0111	0.0109	0.0002	1	1
37	31	0	0.0072	0.0197	0.4688	0.4667	1.0337	0.0000	0.0035	0.0002	0	1
24	32	0	0.0003	0.0114	0.4062	0.4167	0.7869	0.0075	0.0067	0.0002	1	1
29	32	0	0.0027	0.0474	0.4375	0.5833	1.3929	0.0040	0.0091	0.0002	1	1
45	30	0	0.0055	0.0629	0.5312	0.5000	1.5746	0.0052	0.0055	0.0002	1	1
31	32	0	0.0071	0.0850	0.3125	0.4833	1.1177	0.0300	0.0142	0.0002	0	1
39	30	0	0.0017	0.0336	0.4375	0.4333	0.6612	0.0184	0.0053	0.0002	1	1
30	32	0	0.0011	0.0396	0.4375	0.4500	1.0433	0.0044	0.0114	0.0002	1	1
40	31	0	0.0300	0.1479	0.5625	0.7000	3.6502	0.0000	0.0064	0.0002	0	1
32	32	0	0.0222	0.1377	0.6250	0.8667	6.0600	0.0300	0.0300	0.0002	0	1
42	32	0	0.0387	0.1307	0.3438	0.6500	4.3759	0.0259	0.0183	0.0002	1	1
36	32	0	0.0065	0.0644	0.3438	0.4833	1.8604	0.0197	0.0090	0.0002	1	1
10	31	0	0.0038	0.0564	0.4375	0.4000	0.8249	0.0083	0.0098	0.0002	1	1
45	32	0	0.0011	0.0182	0.3750	0.4500	0.8340	0.0018	0.0114	0.0002	1	1
46	32	0	0.0110	0.1028	0.5000	0.6500	3.8912	0.0000	0.0300	0.0002	0	1
19	32	0	0.0116	0.0875	0.3750	0.5333	2.7622	0.0000	0.0166	0.0002	0	1
47	32	0	0.0013	0.0170	0.4688	0.5000	1.1780	0.0006	0.0060	0.0002	1	1
21	31	0	0.0091	0.0764	0.4688	0.4833	1.6521	0.0096	0.0053	0.0002	1	1
31	31	0	0.0022	0.0348	0.4375	0.4833	0.4913	0.0139	0.0070	0.0002	1	1
5	33	0	0.0020	0.0513	0.4062	0.4833	0.8158	0.0113	0.0069	0.0002	1	1
49	32	0	0.0355	0.1818	0.5938	0.9500	5.6990	0.0300	0.0300	0.0002	0	1
47	31	0	0.0017	0.0402	0.3750	0.4333	0.9889	0.0173	0.0141	0.0002	1	1
6	33	0	0.0018	0.0326	0.4062	0.4167	0.5543	0.0098	0.0062	0.0002	1	1
9	32	0	0.0042	0.0493	0.3125	0.4333	1.0852	0.0149	0.0067	0.0002	1	1
9	33	0	0.0218	0.1533	0.6875	0.8000	3.9882	0.0300	0.0076	0.0002	0	1
45	31	0	0.0099	0.0973	0.5312	0.5333	2.0607	0.0132	0.0051	0.0002	1	1
7	32	0	0.0299	0.0416	0.4688	0.7000	4.4722	0.0152	0.0034	0.0002	1	1
19	33	0	0.0036	0.0458	0.4062	0.4167	0.7066	0.0039	0.0068	0.0002	1	1
21	33	0	0.0145	0.0556	0.4375	0.4000	0.4040	0.0000	0.0300	0.0002	0	1
17	33	0	0.0040	0.0501	0.4062	0.4667	1.2881	0.0300	0.0119	0.0002	0	1
13	33	0	0.0014	0.0374	0.4375	0.4667	1.0525	0.0056	0.0083	0.0002	1	1
26	31	0	0.0239	0.1830	0.5625	0.6667	2.7788	0.0300	0.0063	0.0002	0	1
26	33	0	0.0007	0.0184	0.3750	0.4833	0.8575	0.0011	0.0038	0.0002	1	1
33	32	0	0.0178	0.1299	0.5000	0.7833	3.8768	0.0294	0.0132	0.0002	1	1
15	32	0	0.0016	0.0220	0.4062	0.4167	1.2969	0.0009	0.0128	0.0002	1	1
12	32	0	0.0007	0.0283	0.4062	0.5333	1.4940	0.0091	0.0068	0.0002	1	1
4	32	0	0.0012	0.0463	0.5000	0.5333	1.7292	0.0118	0.0103	0.0002	1	1
28	33	0	0.0010	0.0336	0.4688	0.5333	1.1553	0.0000	0.0099	0.0002	0	1
31	33	0	0.0051	0.0277	0.3750	0.4000	0.5192	0.0000	0.0035	0.0002	0	1
27	33	0	0.0032	0.0558	0.3750	0.4000	0.9953	0.0240	0.0168	0.0002	1	1
18	32	0	0.0039	0.0568	0.4688	0.4500	0.6436	0.0162	0.0077	0.0002	1	1
38	33	0	0.0059	0.0428	0.3438	0.4667	0.8980	0.0060	0.0086	0.0002	1	1
32	33	0	0.0052	0.0374	0.5000	0.5500	2.0981	0.0108	0.0056	0.0002	1	1
46	33	0	0.0032	0.0214	0.3438	0.4333	0.4075	0.0000	0.0048	0.0002	0	1
14	32	0	0.0042	0.0760	0.4688	0.4667	0.9681	0.0048	0.0077	0.0002	1	1
45	33	0	0.0033	0.0417	0.3750	0.4333	0.8652	0.0044	0.0082	0.0002	1	1
43	33	0	0.0025	0.0519	0.4375	0.4833	1.4582	0.0300	0.0027	0.0002	0	1
25	32	0	0.0065	0.0651	0.4062	0.5167	1.2747	0.0140	0.0110	0.0002	1	1
0	34	0	0.0023	0.0322	0.4688	0.5000	1.4445	0.0216	0.0100	0.0002	1	1
48	33	0	0.0029	0.0330	0.4062	0.5167	1.4413	0.0174	0.0084	0.0002	1	1
1	33	0	0.0520	0.2417	0.5625	0.6833	4.7919	0.0300	0.0215	0.0002	0	1
20	32	0	0.0073	0.0369	0.4375	0.5000	1.8135	0.0228	0.0059	0.0002	1	1
16	33	0	0.0075	0.0712	0.4062	0.5000	1.1546	0.0204	0.0002	0.0002	1	1
4	34	0	0.0016	0.0360	0.4688	0.4667	0.8222	0.0086	0.0135	0.0002	1	1
49	33	0	0.0554	0.2672	0.6250	0.9833	6.6809	0.0300	0.0300	0.0002	0	1
37	32	0	0.0200	0.1615	0.5312	0.6000	3.2364	0.0077	0.0075	0.0002	1	1
3	34	0	0.0361	0.2062	0.7188	0.9833	6.7938	0.0300	0.0300	0.0002	0	1
39	32	0	0.0009	0.0348	0.4062	0.4833	1.5203	0.0106	0.0129	0.0002	1	1
5	34	0	0.0019	0.0510	0.4062	0.4333	0.9985	0.0142	0.0062	0.0002	1	1
11	34	0	0.0026	0.0568	0.4375	0.3833	0.8961	0.0300	0.0114	0.0002	0	1
2	34	0	0.0007	0.0256	0.4375	0.5167	1.0164	0.0158	0.0111	0.0002	1	1
12	34	0	0.0018	0.0299	0.4062	0.4667	0.5515	0.0092	0.0023	0.0002	1	1
6	34	0	0.0007	0.0252	0.4375	0.4667	0.7340	0.0235	0.0066	0.0002	1	1
22	33	0	0.0085	0.0664	0.4688	0.4667	1.0125	0.0000	0.0098	0.0002	0	1
8	34	0	0.0028	0.0487	0.3750	0.3833	0.6647	0.0136	0.0093	0.0002	1	1
33	33	0	0.0023	0.0479	0.5000	0.4833	0.6001	0.0000	0.0034	0.0002	0	1
2	33	0	0.0026	0.0375	0.4688	0.5167	1.6016	0.0101	0.0126	0.0002	1	1
17	34	0	0.0236	0.0971	0.5938	0.6833	4.8703	0.0000	0.0168	0.0002	0	1
21	34	0	0.0009	0.0378	0.4375	0.5167	1.0530	0.0138	0.0099	0.0002	1	1
30	34	0	0.0058	0.0828	0.4375	0.4667	1.7056	0.0245	0.0079	0.0002	1	1
24	34	0	0.0017	0.0305	0.4062	0.4333	0.4671	0.0142	0.0072	0.0002	1	1
25	34	0	0.0011	0.0402	0.4375	0.5167	1.8982	0.0097	0.0062	0.0002	1	1
31	34	0	0.0015	0.0479	0.3750	0.5000	1.5070	0.0082	0.0086	0.0002	1	1
28	34	0	0.0350	0.1716	0.4375	0.6833	4.5026	0.0300	0.0140	0.0002	0	1
34	34	0	0.0063	0.0672	0.4375	0.4000	1.1242	0.0000	0.0117	0.0002	0	1
41	34	0	0.0003	0.0052	0.3438	0.5000	0.9561	0.0000	0.0020	0.0002	1	1
48	32	0	0.0282	0.1076	0.5000	0.6500	3.8724	0.0296	0.0075	0.0002	1	1
35	34	0	0.0056	0.0275	0.4062	0.4500	0.8887	0.0173	0.0065	0.0002	1	1
40	34	0	0.0043	0.0663	0.4062	0.4500	1.0578	0.0108	0.0078	0.0002	1	1
14	33	0	0.0107	0.0831	0.5312	0.5167	1.0751	0.0071	0.0103	0.0002	1	1
44	34	0	0.0030	0.0411	0.4062	0.4167	0.3867	0.0000	0.0091	0.0002	0	1
34	33	0	0.0257	0.1646	0.4688	0.6500	4.0574	0.0300	0.0157	0.0002	0	1
0	33	0	0.0043	0.0716	0.4375	0.5000	1.2826	0.0221	0.0065	0.0002	1	1
33	34	0	0.0336	0.2175	0.5000	0.9333	5.2729	0.0300	0.0256	0.0002	0	1
43	34	0	0.0007	0.0284	0.4375	0.4500	0.8004	0.0025	0.0092	0.0002	1	1
42	34	0	0.0498	0.2235	0.6562	0.9667	6.0734	0.0300	0.0300	0.0002	0	1
47	34	0	0.0280	0.0953	0.5938	0.6500	4.2522	0.0300	0.0109	0.0002	0	1
35	33	0	0.0027	0.0600	0.4688	0.5000	1.4407	0.0095	0.0105	0.0002	1	1
6	35	0	0.0053	0.0474	0.4688	0.5167	1.7695	0.0196	0.0076	0.0002	1	1
3	35	0	0.0063	0.0418	0.5000	0.5167	1.6379	0.0013	0.0109	0.0002	1	1
48	34	0	0.0014	0.0294	0.5000	0.4500	1.0186	0.0032	0.0081	0.0002	1	1
1	35	0	0.0023	0.0296	0.3750	0.5167	1.4070	0.0074	0.0124	0.0002	1	1
44	33	0	0.0067	0.0747	0.5000	0.5000	1.8341	0.0039	0.0098	0.0002	1	1
9	35	0	0.0023	0.0330	0.4688	0.4833	1.0333	0.0209	0.0111	0.0002	1	1
8	35	0	0.0010	0.0165	0.4688	0.4167	1.3592	0.0053	0.0021	0.0002	1	1
18	35	0	0.0047	0.0506	0.4688	0.5167	0.9728	0.0000	0.0119	0.0002	0	1
37	33	0	0.0031	0.0509	0.4375	0.5167	0.9727	0.0205	0.0090	0.0002	1	1
11	35	0	0.0041	0.0404	0.4688	0.5167	1.7146	0.0167	0.0062	0.0002	1	1
20	35	0	0.0051	0.0611	0.4375	0.4333	0.8817	0.0178	0.0110	0.0002	1	1
1	34	0	0.0013	0.0323	0.3750	0.4667	1.3373	0.0164	0.0123	0.0002	1	1
24	35	0	0.0023	0.0137	0.4688	0.4167	0.7496	0.0000	0.0095	0.0002	0	1
19	35	0	0.0222	0.1495	0.5938	0.8667	5.3619	0.0300	0.0300	0.0002	0	1
7	35	0	0.0036	0.0262	0.5312	0.5333	1.5740	0.0251	0.0040	0.0002	1	1
17	35	0	0.0020	0.0288	0.3438	0.5000	1.1034	0.0089	0.0132	0.0002	1	1
24	33	0	0.0089	0.1080	0.4688	0.4667	1.3682	0.0300	0.0045	0.0002	0	1
32	34	0	0.0023	0.0412	0.5312	0.5833	1.7498	0.0000	0.0072	0.0002	0	1
10	34	0	0.0058	0.0487	0.4688	0.5333	1.5753	0.0084	0.0109	0.0002	1	1
16	35	0	0.0020	0.0308	0.4375	0.4333	1.2405	0.0144	0.0094	0.0002	1	1
28	35	0	0.0024	0.0325	0.3438	0.4833	1.4702	0.0300	0.0007	0.0002	0	1
27	35	0	0.0136	0.1046	0.3438	0.7167	3.6158	0.0300	0.0300	0.0002	0	1
26	34	0	0.0023	0.0357	0.5312	0.4833	1.0120	0.0000	0.0053	0.0002	0	1
19	34	0	0.0018	0.0307	0.4062	0.4333	0.8606	0.0081	0.0066	0.0002	1	1
25	35	0	0.0033	0.0462	0.3438	0.4667	1.2891	0.0051	0.0090	0.0002	1	1
29	35	0	0.0004	0.0176	0.3125	0.4167	0.5371	0.0244	0.0023	0.0002	1	1
21	35	0	0.0261	0.1897	0.4062	0.6500	4.5641	0.0256	0.0300	0.0002	0	1
9	34	0	0.0064	0.0833	0.4375	0.4500	0.8891	0.0152	0.0040	0.0002	1	1
30	35	0	0.0281	0.1891	0.5312	0.6000	3.5905	0.0300	0.0129	0.0002	0	1
38	35	0	0.0338	0.1945	0.5938	0.7000	4.1094	0.0000	0.0204	0.0002	0	1
35	35	0	0.0015	0.0356	0.4062	0.4000	0.7345	0.0087	0.0049	0.0002	1	1
40	35	0	0.0012	0.0326	0.4688	0.5000	0.8186	0.0087	0.0066	0.0002	1	1
47	33	0	0.0093	0.0896	0.5000	0.5333	1.3295	0.0300	0.0066	0.0002	0	1
45	35	0	0.0030	0.0278	0.4375	0.4500	0.8999	0.0051	0.0107	0.0002	1	1
39	35	0	0.0143	0.1221	0.4688	0.6500	4.7729	0.0300	0.0300	0.0002	0	1
23	34	0	0.0045	0.0694	0.5000	0.5833	2.2861	0.0100	0.0117	0.0002	1	1
46	35	0	0.0454	0.1814	0.7188	0.9500	5.7638	0.0300	0.0145	0.0002	0	1
49	35	0	0.0027	0.0405	0.3750	0.5167	1.4791	0.0289	0.0106	0.0002	1	1
6	36	0	0.0476	0.2199	0.4688	0.7000	5.1657	0.0000	0.0173	0.0002	0	1
3	36	0	0.0281	0.1189	0.4062	0.7333	4.6060	0.0300	0.0230	0.0002	0	1
42	35	0	0.0350	0.1216	0.5625	0.7000	3.9230	0.0141	0.0000	0.0002	0	1
13	35	0	0.0011	0.0304	0.4688	0.5167	1.8775	0.0192	0.0080	0.0002	1	1
10	36	0	0.0013	0.0377	0.4062	0.4833	1.1646	0.0130	0.0071	0.0002	1	1
2	36	0	0.0016	0.0320	0.3438	0.4000	0.5875	0.0053	0.0231	0.0002	1	1
12	36	0	0.0034	0.0407	0.3125	0.4000	0.6459	0.0232	0.0118	0.0002	1	1
36	34	0	0.0020	0.0306	0.5625	0.5833	1.8413	0.0145	0.0102	0.0002	1	1
14	36	0	0.0020	0.0279	0.3750	0.4667	0.6284	0.0021	0.0077	0.0002	1	1
13	36	0	0.0028	0.0476	0.4062	0.4833	0.8842	0.0217	0.0055	0.0002	1	1
4	36	0	0.0389	0.2338	0.4375	0.6833	4.7985	0.0012	0.0300	0.0002	0	1
49	34	0	0.0101	0.0744	0.4688	0.6167	2.4673	0.0133	0.0066	0.0002	1	1
15	36	0	0.0120	0.1079	0.5312	0.6167	3.3944	0.0300	0.0272	0.0002	0	1
4	35	0	0.0054	0.0636	0.4062	0.4167	1.0799	0.0102	0.0107	0.0002	1	1
48	35	0	0.0017	0.0272	0.4062	0.5333	2.0300	0.0000	0.0094	0.0002	0	1
18	36	0	0.0305	0.1730	0.5312	0.7333	5.7544	0.0300	0.0300	0.0002	0	1
21	36	0	0.0020	0.0182	0.3750	0.3500	0.5117	0.0078	0.0026	0.0002	1	1
12	35	0	0.0015	0.0198	0.3750	0.4167	0.9863	0.0061	0.0096	0.0002	1	1
10	35	0	0.0152	0.1184	0.3750	0.5833	3.0805	0.0242	0.0159	0.0002	1	1
23	36	0	0.0045	0.0570	0.4375	0.5833	1.4229	0.0278	0.0122	0.0002	1	1
24	36	0	0.0020	0.0391	0.4688	0.5667	2.3407	0.0125	0.0069	0.0002	1	1
27	36	0	0.0014	0.0186	0.5625	0.5667	0.8964	0.0000	0.0041	0.0002	0	1
20	36	0	0.0020	0.0334	0.4062	0.4667	1.1425	0.0300	0.0111	0.0002	0	1
36	36	0	0.0017	0.0440	0.5312	0.5333	1.9565	0.0214	0.0112	0.0002	1	1
31	36	0	0.0057	0.0877	0.4688	0.6167	2.7001	0.0300	0.0117	0.0002	0	1
32	36	0	0.0020	0.0348	0.4062	0.4333	0.8380	0.0036	0.0116	0.0002	1	1
40	36	0	0.0017	0.0342	0.3750	0.4833	1.1173	0.0000	0.0157	0.0002	0	1
44	36	0	0.0031	0.0295	0.3438	0.3500	0.5978	0.0089	0.0059	0.0002	1	1
33	35	0	0.0018	0.0450	0.4688	0.5167	0.5891	0.0063	0.0108	0.0002	1	1
0	37	0	0.0180	0.1133	0.5000	0.7333	3.2174	0.0245	0.0147	0.0002	1	1
22	35	0	0.0026	0.0428	0.5000	0.5000	1.0911	0.0140	0.0110	0.0002	1	1
46	36	0	0.0080	0.0859	0.4688	0.5500	1.4104	0.0282	0.0111	0.0002	1	1
4	37	0	0.0216	0.1018	0.4062	0.6167	3.6273	0.0223	0.0163	0.0002	1	1
3	37	0	0.0180	0.1295	0.5625	0.6000	2.5296	0.0284	0.0082	0.0002	1	1
7	36	0	0.0039	0.0404	0.3438	0.4667	1.4645	0.0139	0.0109	0.0002	1	1
1	36	0	0.0497	0.2301	0.6875	0.9333	5.2126	0.0300	0.0192	0.0002	0	1
43	36	0	0.0087	0.0897	0.3750	0.5000	1.5999	0.0215	0.0174	0.0002	1	1
6	37	0	0.0013	0.0285	0.3125	0.3500	1.0589	0.0300	0.0143	0.0002	0	1
36	35	0	0.0086	0.0695	0.4062	0.5833	2.6650	0.0300	0.0164	0.0002	0	1
5	37	0	0.0016	0.0311	0.5312	0.5167	1.2882	0.0240	0.0080	0.0002	1	1
7	37	0	0.0011	0.0244	0.3750	0.4333	0.7869	0.0082	0.0079	0.0002	1	1
11	37	0	0.0134	0.1019	0.5000	0.6833	2.3566	0.0300	0.0115	0.0002	0	1
41	35	0	0.0283	0.0970	0.5000	0.5667	2.0057	0.0300	0.0100	0.0002	0	1
43	35	0	0.0034	0.0621	0.4688	0.5167	1.0484	0.0272	0.0001	0.0002	1	1
8	36	0	0.0029	0.0529	0.4688	0.4333	0.9250	0.0001	0.0048	0.0002	1	1
34	36	0	0.0079	0.0705	0.5000	0.5500	1.6670	0.0000	0.0095	0.0002	0	1
14	37	0	0.0164	0.1042	0.4375	0.8000	3.9948	0.0022	0.0229	0.0002	1	1
26	36	0	0.0091	0.0930	0.3125	0.4167	1.0594	0.0093	0.0093	0.0002	1	1
17	37	0	0.0027	0.0364	0.3438	0.4333	0.5701	0.0300	0.0120	0.0002	0	1
17	36	0	0.0041	0.0487	0.4062	0.4667	0.9308	0.0057	0.0069	0.0002	1	1
0	36	0	0.0104	0.0838	0.4688	0.5500	1.4635	0.0300	0.0035	0.0002	0	1
24	37	0	0.0031	0.0265	0.5312	0.4833	1.3603	0.0000	0.0079	0.0002	0	1
5	36	0	0.0454	0.1798	0.8125	1.0000	5.1795	0.0300	0.0175	0.0002	0	1
18	37	0	0.0180	0.1039	0.3438	0.5833	3.3872	0.0300	0.0187	0.0002	0	1
27	37	0	0.0024	0.0592	0.4688	0.5000	1.1848	0.0000	0.0122	0.0002	0	1
26	37	0	0.0020	0.0393	0.3750	0.5000	2.0075	0.0090	0.0080	0.0002	1	1
22	37	0	0.0021	0.0377	0.3125	0.4167	1.0380	0.0196	0.0171	0.0002	1	1
11	36	0	0.0017	0.0455	0.4688	0.4833	1.2501	0.0200	0.0068	0.0002	1	1
41	37	0	0.0127	0.0551	0.5312	0.5333	1.0673	0.0000	0.0094	0.0002	0	1
38	37	0	0.0042	0.0376	0.3438	0.5667	1.2596	0.0236	0.0119	0.0002	1	1
43	37	0	0.0086	0.0613	0.3750	0.6000	2.3078	0.0300	0.0122	0.0002	0	1
31	37	0	0.0058	0.0553	0.4375	0.4833	1.6601	0.0095	0.0114	0.0002	1	1
33	37	0	0.0014	0.0350	0.4375	0.5000	1.2977	0.0083	0.0076	0.0002	1	1
29	36	0	0.0088	0.1002	0.4688	0.5833	2.7395	0.0079	0.0113	0.0002	1	1
1	37	0	0.0026	0.0295	0.3438	0.4667	1.1147	0.0118	0.0044	0.0002	1	1
2	38	0	0.0165	0.0840	0.5000	0.7000	4.0619	0.0004	0.0072	0.0002	1	1
0	38	0	0.0028	0.0384	0.5312	0.4833	1.4872	0.0008	0.0122	0.0002	1	1
48	36	0	0.0026	0.0605	0.4375	0.5833	2.5809	0.0056	0.0096	0.0002	1	1
49	37	0	0.0014	0.0272	0.4062	0.4333	0.7163	0.0100	0.0080	0.0002	1	1
38	36	0	0.0038	0.0487	0.3750	0.4667	1.0475	0.0300	0.0060	0.0002	0	1
45	36	0	0.0012	0.0351	0.4062	0.4833	0.7200	0.0112	0.0130	0.0002	1	1
8	38	0	0.0243	0.0566	0.3438	0.5667	3.3286	0.0300	0.0184	0.0002	0	1
5	38	0	0.0024	0.0217	0.5312	0.4833	1.2012	0.0105	0.0033	0.0002	1	1
34	37	0	0.0086	0.0500	0.4688	0.4500	1.2323	0.0187	0.0045	0.0002	1	1
6	38	0	0.0037	0.0422	0.3750	0.4500	0.8561	0.0256	0.0090	0.0002	1	1
15	38	0	0.0064	0.0679	0.3750	0.4833	0.7644	0.0284	0.0115	0.0002	1	1
18	38	0	0.0007	0.0234	0.4062	0.3833	1.0403	0.0185	0.0065	0.0002	1	1
20	38	0	0.0052	0.0498	0.5312	0.6000	1.5165	0.0116	0.0075	0.0002	1	1
19	38	0	0.0062	0.0364	0.4062	0.5000	1.7173	0.0243	0.0091	0.0002	1	1
23	38	0	0.0013	0.0089	0.3750	0.4167	0.5402	0.0000	0.0038	0.0002	0	1
46	37	0	0.0028	0.0406	0.4688	0.4667	0.8532	0.0129	0.0030	0.0002	1	1
44	37	0	0.0023	0.0471	0.3438	0.4500	0.8168	0.0122	0.0095	0.0002	1	1
31	38	0	0.0027	0.0382	0.4688	0.4500	1.0719	0.0032	0.0160	0.0002	1	1
2	37	0	0.0044	0.0672	0.5000	0.5667	1.1364	0.0231	0.0103	0.0002	1	1
13	37	0	0.0095	0.0483	0.4688	0.5167	1.5585	0.0194	0.0096	0.0002	1	1
32	38	0	0.0019	0.0197	0.3750	0.4500	1.0529	0.0030	0.0049	0.0002	1	1
27	38	0	0.0027	0.0352	0.4375	0.4333	1.2631	0.0121	0.0078	0.0002	1	1
30	38	0	0.0378	0.2270	0.5938	0.9667	5.6620	0.0300	0.0300	0.0002	0	1
33	38	0	0.0009	0.0304	0.4375	0.5000	1.2155	0.0000	0.0135	0.0002	0	1
9	37	0	0.0034	0.0481	0.4062	0.5500	2.4194	0.0150	0.0071	0.0002	1	1
35	38	0	0.0237	0.1552	0.6250	0.9333	5.6214	0.0300	0.0300	0.0002	0	1
48	37	0	0.0033	0.0575	0.3125	0.3833	0.9017	0.0148	0.0064	0.0002	1	1
39	38	0	0.0023	0.0192	0.3750	0.4167	0.6316	0.0065	0.0077	0.0002	1	1
23	37	0	0.0053	0.0858	0.3750	0.4500	1.7230	0.0229	0.0101	0.0002	1	1
16	37	0	0.0092	0.0518	0.5000	0.6167	2.5958	0.0123	0.0126	0.0002	1	1
40	38	0	0.0312	0.1354	0.5000	0.6333	3.2868	0.0300	0.0115	0.0002	0	1
17	38	0	0.0274	0.2025	0.4375	0.6833	3.0071	0.0000	0.0030	0.0002	0	1
37	36	0	0.0308	0.1967	0.7188	0.9833	4.6930	0.0300	0.0285	0.0002	0	1
28	37	0	0.0087	0.0460	0.3750	0.5167	1.5464	0.0147	0.0183	0.0002	1	1
45	38	0	0.0024	0.0360	0.4062	0.4833	1.4583	0.0000	0.0090	0.0002	0	1
47	38	0	0.0011	0.0177	0.3750	0.5167	0.8973	0.0081	0.0062	0.0002	1	1
44	38	0	0.0028	0.0163	0.4062	0.5333	1.2464	0.0000	0.0146	0.0002	0	1
1	38	0	0.0077	0.0733	0.3750	0.5000	1.9996	0.0122	0.0072	0.0002	1	1
42	37	0	0.0015	0.0372	0.4062	0.4833	0.7581	0.0079	0.0096	0.0002	1	1
37	38	0	0.0378	0.1626	0.6250	0.9333	5.8354	0.0000	0.0300	0.0002	0	1
45	37	0	0.0068	0.0499	0.4062	0.4500	0.7786	0.0140	0.0110	0.0002	1	1
46	38	0	0.0007	0.0170	0.5000	0.5000	0.8030	0.0028	0.0018	0.0002	1	1
5	39	0	0.0599	0.1578	0.5000	0.6333	4.1790	0.0000	0.0266	0.0002	0	1
0	39	0	0.0319	0.1816	0.5938	0.9500	5.7036	0.0300	0.0300	0.0002	0	1
49	38	0	0.0017	0.0353	0.5000	0.4833	1.0438	0.0128	0.0089	0.0002	1	1
10	39	0	0.0373	0.2113	0.5312	0.5667	4.0641	0.0000	0.0098	0.0002	0	1
6	39	0	0.0307	0.0817	0.4062	0.6000	3.7131	0.0300	0.0016	0.0002	0	1
25	38	0	0.0046	0.0386	0.4688	0.5000	1.7158	0.0300	0.0143	0.0002	0	1
8	39	0	0.0173	0.1499	0.5625	0.5667	2.2376	0.0300	0.0103	0.0002	0	1
9	39	0	0.0208	0.1639	0.5625	0.8167	4.4166	0.0300	0.0141	0.0002	0	1
17	39	0	0.0014	0.0322	0.5000	0.3833	0.3670	0.0000	0.0069	0.0002	0	1
7	38	0	0.0015	0.0398	0.3438	0.4333	0.8523	0.0274	0.0114	0.0002	1	1
16	39	0	0.0024	0.0483	0.4688	0.5833	2.2490	0.0039	0.0146	0.0002	1	1
15	39	0	0.0445	0.1438	0.4375	0.6833	3.3531	0.0300	0.0300	0.0002	0	1
4	39	0	0.0023	0.0485	0.4375	0.4667	0.6604	0.0069	0.0062	0.0002	1	1
30	37	0	0.0052	0.0538	0.5000	0.5833	2.2547	0.0300	0.0095	0.0002	0	1
23	39	0	0.0030	0.0554	0.4375	0.5333	1.8853	0.0300	0.0116	0.0002	0	1
18	39	0	0.0149	0.0981	0.3750	0.5167	2.7442	0.0300	0.0177	0.0002	0	1
29	37	0	0.0405	0.1995	0.7188	0.9500	5.0387	0.0300	0.0215	0.0002	0	1
34	38	0	0.0118	0.0357	0.5000	0.5333	1.9071	0.0000	0.0093	0.0002	0	1
16	38	0	0.0065	0.0386	0.4375	0.4333	1.1670	0.0300	0.0019	0.0002	0	1
22	39	0	0.0349	0.1386	0.6875	0.7833	5.1326	0.0300	0.0300	0.0002	0	1
30	39	0	0.0022	0.0275	0.3750	0.3833	0.6977	0.0000	0.0223	0.0002	0	1
28	39	0	0.0013	0.0350	0.3750	0.3667	0.7600	0.0037	0.0075	0.0002	1	1
34	39	0	0.0044	0.0720	0.5312	0.5000	0.9430	0.0131	0.0084	0.0002	1	1
26	39	0	0.0026	0.0327	0.5000	0.4833	1.0278	0.0239	0.0052	0.0002	1	1
36	38	0	0.0016	0.0265	0.3750	0.4667	0.9623	0.0132	0.0099	0.0002	1	1
39	39	0	0.0438	0.1874	0.8125	0.9833	4.7347	0.0000	0.0154	0.0002	0	1
29	39	0	0.0226	0.1411	0.5938	0.6500	4.6038	0.0300	0.0241	0.0002	0	1
42	38	0	0.0039	0.0376	0.3750	0.3500	0.6637	0.0000	0.0102	0.0002	0	1
